incl0801.srt.bam	incl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	inclbl01.srt.bam	inclbl02.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
SS18L1	423	296	172	320	3	118	126	35	433	213	152	215	46	546
MTG2	104	139	29	17	72	1029	105	468	303	274	223	562	268	104
HRH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL2	214	156	268	220	425	718	1299	862	1390	914	1015	1156	840	477
ADRM1	682	2771	192	796	558	5936	731	5267	4263	2689	5797	3636	3923	2004
LAMA5	6	6	6	79	19	157	110	84	142	105	124	81	271	40
RPS21	599	583	1296	1021	286	1738	2609	1301	204	53	171	314	202	427
CABLES2	430	1409	349	463	49	406	107	179	2040	1310	2489	1347	3171	3077
RBBP8NL	0	2	0	0	10	0	18	2	0	0	0	0	0	0
GATA5	34	2	0	0	0	2	0	0	0	0	0	0	0	0
LOC105606227	22	0	0	6	0	0	0	10	23	63	36	39	154	3
MIR133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO4A1	413	197	331	1107	2	46	0	48	3860	2369	476	129	6476	1170
MRGBP	106	280	154	65	2	129	0	129	557	585	230	368	444	389
OGFR	0	114	66	42	42	1231	89	471	1408	1434	612	645	619	535
COL9A3	0	0	1	2	0	6	0	0	0	0	0	0	0	0
TCFL5	2	72	38	35	14	47	216	128	52	75	212	109	48	45
DIDO1	768	1450	1287	1262	24	608	153	154	519	191	220	904	439	1196
GID8	1186	2738	2251	2249	542	3093	2019	2923	5329	4523	3800	2802	5413	2472
SLC17A9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BHLHE23	0	0	0	0	0	0	0	0	27	66	10	0	0	4
YTHDF1	175	435	211	185	110	807	860	744	1560	1347	1632	1519	1404	348
BIRC7	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ARFGAP1	69	892	125	204	234	2423	387	1963	3043	2745	1080	2838	1087	619
COL20A1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
CHRNA4	4	21	1	4	0	0	0	0	4	0	5	1	12	4
KCNQ2	2	0	0	1	4	6	2	1	0	0	0	0	2	0
EEF1A2	0	0	1	2	0	0	0	0	4	14	2	22	0	0
PPDPF	274	317	203	413	237	1429	566	882	652	682	605	690	373	455
PTK6	0	0	0	0	0	0	0	0	0	6	6	7	87	0
SRMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H20orf195	0	0	0	4	0	2	0	0	0	0	12	6	2	0
GMEB2	4	28	4	0	0	1	18	16	2	30	16	0	42	0
STMN3	0	14	0	4	2	50	16	14	20	2	14	8	18	0
RTEL1	28	2	68	151	78	1511	90	513	465	1256	777	451	480	316
TNFRSF6B	0	0	2	1	0	26	0	10	16	0	0	10	4	30
ARFRP1	153	462	354	464	197	1654	824	1416	602	190	271	503	432	504
ZGPAT	0	85	55	0	33	217	50	106	66	0	15	15	0	68
LIME1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ZBTB46	9	0	101	22	0	0	12	0	198	624	143	406	172	51
ABHD16B	0	0	0	54	0	0	0	20	1	12	12	24	0	5
TPD52L2	2431	12243	4627	5687	552	7449	774	6764	7030	5895	5793	9762	4879	2826
DNAJC5	6	368	116	215	359	1637	871	1269	1616	586	1010	981	2290	261
UCKL1	125	301	16	0	44	142	413	203	193	114	4	136	39	84
ZNF512B	0	1	0	0	0	0	0	12	46	7	49	16	72	26
SAMD10	0	0	0	2	4	0	0	0	0	0	0	0	0	0
PRPF6	63	867	131	68	23	218	49	201	3413	2838	1385	2408	2667	515
LOC105616788	35	0	0	2	0	0	0	25	12	0	0	0	0	0
SOX18	0	0	0	11	0	1	8	6	25	4	0	0	0	0
TCEA2	0	2	50	0	0	38	88	44	35	2	77	2	2	12
RGS19	22	0	0	0	22	549	103	264	23	18	14	16	0	0
LKAAEAR1	0	0	0	0	0	0	0	0	11	1	0	0	0	0
OPRL1	0	0	0	12	4	7	2	15	14	0	0	0	94	46
NPBWR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105616721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYT1	338	10	64	14	3	0	0	9	94	234	77	48	65	2
LOC105606235	2	0	11	1	0	0	0	0	69	76	31	36	0	50
PCMTD2	1496	2042	1931	1840	269	1244	2914	1958	7952	5566	10346	5405	2789	4254
GINS1	2083	1952	1848	1600	315	2759	2672	3237	1839	1390	1911	1967	1193	2058
LOC101115300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606236	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101105937	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105606237	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC106991510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114799	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC105606238	0	0	2	0	0	0	0	0	0	0	26	0	0	0
LOC105606241	4	12	2	5	0	0	0	1	0	2	22	0	0	16
SIRPA	251	388	0	3	0	0	0	0	22	128	178	185	609	0
LOC105616720	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PDYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK35	12641	12234	9347	8314	186	1554	544	1277	50080	34787	46690	30514	52999	20601
LOC101114296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM3	2	0	1	105	0	0	0	0	42	82	8	58	0	218
TGM6	3	7	0	0	0	0	0	0	0	0	0	0	0	9
LOC105606243	0	0	5	26	18	30	50	106	49	0	24	48	0	39
SNRPB	6222	6809	5392	6572	556	6336	1834	3252	2973	235	520	6472	2395	4091
TMC2	44	0	1	58	5	0	0	0	1	0	34	81	0	11
LOC105616719	1	6	0	0	0	0	2	0	1	0	0	2	1	0
NOP56	6205	4988	6725	2889	761	6154	5768	5648	3585	3952	844	3322	4439	4210
IDH3B	26	6	31	80	228	2703	1599	1628	32	0	18	39	0	0
LOC101113781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF4	11	1	1	4	4	36	10	4	48	0	18	60	28	22
LOC105606248	0	0	2	2	0	4	81	5	0	0	0	0	0	0
CPXM1	3	0	0	19	8	8	8	0	0	0	0	0	0	0
C13H20orf141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM239	0	0	0	0	0	0	0	0	0	0	4	0	0	0
PCED1A	110	117	93	22	15	135	0	67	231	264	177	107	122	4
VPS16	228	192	209	384	197	1099	536	1234	1266	950	2400	372	312	327
LOC101102326	70	18	0	0	0	0	2	0	1	0	0	0	0	8
PTPRA	1117	845	1196	850	131	407	921	720	2293	1274	2509	1775	2287	1502
GNRH2	5	0	0	0	0	0	4	19	31	2	0	0	0	8
MRPS26	7	38	73	34	112	522	470	403	18	23	34	26	24	51
OXT	8	37	17	23	0	13	0	2	91	12	49	24	11	34
AVP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASTKD5	952	922	950	667	174	1047	1536	2255	2214	2940	2519	3822	754	1298
UBOX5	12	223	438	108	124	879	269	709	3205	2529	1194	3808	1921	479
LOC101122805	4	280	0	80	104	690	438	531	97	0	51	24	114	0
DDRGK1	128	2	0	52	15	536	44	273	537	390	240	446	240	142
ITPA	1979	2170	1643	1842	694	6369	3369	4680	4469	2187	7107	4016	1763	3028
SLC4A11	286	62	76	76	4	0	12	18	420	973	369	241	314	80
C13H20orf194	2	0	9	2	11	150	413	141	259	100	226	90	0	104
LOC101111990	175	146	252	142	14	81	78	121	145	63	49	102	63	115
LOC105616717	17	23	0	17	24	866	82	193	72	38	14	37	2	0
LOC106991509	0	0	4	0	1	10	24	15	26	35	70	45	2	3
LOC105606253	0	0	0	0	16	89	18	12	6	0	0	0	1	0
LOC105616775	0	0	0	0	8	18	43	29	0	0	0	0	0	0
ATRN	404	307	479	491	286	1966	3916	2248	1206	801	1947	784	423	763
LOC106991527	0	14	0	0	2	12	6	6	5	6	9	33	0	0
GFRA4	0	0	0	0	10	0	0	9	0	8	0	9	0	2
ADAM33	0	63	9	0	38	139	1	135	0	0	0	12	0	0
SIGLEC1	1	2	2	2	0	0	0	0	0	0	0	0	0	12
HSPA12B	0	4	10	1	9	22	41	64	135	55	60	13	92	0
C13H20orf27	1680	3168	1297	2260	828	6039	984	3714	8009	6248	6265	6101	7377	6349
SPEF1	0	0	32	0	16	8	0	0	18	84	48	36	116	10
CENPB	0	0	0	30	92	228	78	94	0	0	0	0	0	0
CDC25B	102	1275	957	1001	118	702	950	448	4658	4378	4611	3439	6437	1309
AP5S1	56	534	257	358	141	1642	838	822	1278	1127	416	1417	124	288
LOC105606256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAVS	0	0	0	0	144	960	284	1493	60	132	0	10	0	14
PANK2	319	619	990	997	141	720	916	902	390	220	302	475	238	104
RNF24	0	0	59	8	30	4	17	76	111	60	151	142	38	127
LOC105606258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMOX	0	2	8	0	0	2	2	15	36	36	0	0	0	0
ADRA1D	0	694	0	255	0	0	0	0	915	688	271	487	382	133
LOC105616786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO1	0	0	8	5	0	0	0	0	0	0	0	0	0	0
LOC101110438	19	5	27	38	26	84	217	131	1	0	1	0	0	1
LOC101110166	4	12	20	1	3	23	4	10	10	13	6	17	5	10
LOC101118207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117953	4505	4654	3977	2739	270	1881	2735	2020	2604	2312	2012	3012	4091	2620
BMP2	56	12	22	1	12	211	147	83	64	78	0	0	0	28
LOC101117437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991507	4	11	0	0	0	0	0	0	0	0	0	0	0	0
FERMT1	165	151	101	70	34	0	173	88	37	66	477	390	20	214
LRRN4	4	2	0	10	0	0	0	6	46	113	39	38	31	18
CRLS1	140	436	279	307	105	989	1571	1568	919	618	971	751	325	281
LOC105609936	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MCM8	996	921	1198	457	138	736	1460	765	3438	3346	3523	3415	2500	2512
TRMT6	4893	7401	11139	6758	248	2589	3073	2426	1567	732	2429	2788	871	1954
CHGB	9	114	0	72	0	0	0	6	755	561	261	480	154	32
C13H20orf196	32	122	334	111	21	246	383	230	430	1310	508	290	231	872
LOC101109635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPCPD1	14144	12083	15616	9778	2077	13479	24307	24199	5663	943	2477	4246	8217	10339
PROKR2	48	18	1	0	0	0	0	0	0	0	0	0	0	0
LOC101109379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS2	471	882	553	346	150	1332	2267	1259	1176	401	1453	1027	1012	407
PCNA	19265	27728	30558	15348	815	10656	15489	10998	13988	10402	38227	23192	13699	37479
TMEM230	802	7117	3731	2995	500	6178	5542	7737	4185	4403	3986	6133	1218	6503
LOC105609938	570	419	271	344	0	17	10	5	429	273	479	476	242	201
SLC23A2	2139	2332	1731	1266	32	475	655	779	4085	2625	5388	3440	3034	2294
RASSF2	45	0	10	55	20	456	249	171	9	0	0	0	0	0
PRNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRND	156	0	0	0	0	0	0	14	0	0	0	0	60	2
LOC105609932	87	57	0	51	10	68	6	37	0	0	1	6	0	9
PRNP	1643	461	275	732	80	1026	1661	904	54	18	2	26	76	142
ZMYND11	4625	4272	3083	3346	250	1847	850	938	14956	8639	22449	10396	10731	16717
DIP2C	79	207	79	2	6	18	14	16	216	496	502	855	299	340
LOC105616711	0	0	39	0	0	0	0	0	0	0	0	0	0	0
LARP4B	565	1092	839	433	62	361	346	220	994	867	974	561	932	485
GTPBP4	1437	2871	3716	2000	329	1923	1327	1185	3041	3682	3306	2438	2581	1895
LOC101108851	1989	4758	5215	2186	1698	3216	11403	5917	2288	1593	1708	1746	5167	5808
WDR37	428	1799	1007	620	65	562	199	272	4945	6045	2646	3190	4351	1171
LOC105616708	0	7	0	0	6	0	0	32	0	64	0	0	0	0
PFKP	0	2	0	0	0	72	4	0	34	36	1	0	0	0
PITRM1	153	368	161	440	118	1915	831	898	1105	1465	777	1137	1095	646
LOC105611099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111732	67	46	33	102	18	94	178	131	3	2	35	18	0	6
KLF6	6	32	36	78	434	3007	4117	3469	731	872	1289	370	598	270
LOC106991526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105611101	71	18	55	44	0	0	0	0	0	0	27	10	0	124
LOC106991525	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101111215	227	656	1150	571	473	3284	1581	1950	139	171	200	345	40	12
LOC105616707	3	0	0	0	0	24	14	12	0	2	5	0	4	0
AKR1E2	887	283	810	320	134	1670	1440	848	33	0	104	25	0	0
LOC101110693	0	19	0	0	2	0	0	0	0	0	13	3	0	0
LOC101110434	0	0	0	4	0	0	0	0	0	19	0	0	0	0
LOC105614315	2	0	3	1	0	0	0	0	0	0	0	0	0	0
PGFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991506	0	9	2	2	0	2	3	2	4	2	4	2	2	0
LOC101109633	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109377	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101109111	0	1	0	1	0	0	0	0	0	0	0	1	0	0
LOC101108332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990122	0	0	1	6	0	0	0	0	0	0	0	3	0	0
LOC101108590	1	0	17	0	0	0	0	0	0	0	0	0	0	0
LOC106990121	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105616706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609038	1	6	9	2	0	5	14	2	4	0	3	2	0	1
LOC101107541	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101106610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107809	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LOC101107119	0	1	0	9	0	0	0	4	0	0	9	7	0	14
UCN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBAL3	0	0	0	0	0	0	0	0	58	10	58	59	52	6
NET1	2173	5964	4543	4098	267	1439	3058	2155	10053	11948	7470	13489	7360	5268
LOC101105840	0	0	0	0	11	41	4	26	0	0	0	0	0	0
ASB13	2	0	0	0	0	0	0	0	21	4	0	0	0	0
FAM208B	261	357	574	181	114	641	668	666	896	513	1753	834	941	680
LOC101105348	8	2	4	2	0	52	16	26	24	33	59	24	51	22
LOC106991524	4	0	2	0	0	0	0	0	10	2	1	8	0	3
GDI2	2131	2500	2028	2746	169	2250	722	1221	7436	9705	11687	9253	6981	7772
LOC101106787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609033	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANKRD16	27	40	37	20	38	265	219	145	180	191	314	158	38	87
LOC105616705	0	0	0	13	27	505	174	404	0	0	0	0	0	0
ABHD12	9	254	48	26	1117	5270	2175	4395	842	365	1143	575	690	207
PYGB	0	112	40	39	0	39	20	16	442	273	182	298	687	124
ENTPD6	513	605	373	304	59	177	84	183	4037	6641	4672	3137	7638	3501
VSX1	378	141	0	0	0	0	0	0	0	0	10	0	19	0
LOC101106027	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACSS1	0	39	14	0	52	123	381	30	90	0	58	56	26	324
APMAP	80	50	41	96	117	1181	511	694	825	144	1165	461	539	489
CST7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609031	0	0	0	0	0	10	0	0	0	0	0	0	0	0
LOC105609030	0	0	0	0	0	0	0	0	0	1	0	0	0	5
CST3	169	193	229	116	193	902	1063	750	350	163	452	263	406	861
LOC101105269	289	948	491	622	63	1123	700	1070	793	1049	1110	742	352	824
LOC101105017	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC105609029	0	0	0	0	0	0	0	14	0	0	0	0	0	0
LOC101104772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPB	299	53	62	121	100	432	718	439	77	64	293	124	506	49
GZF1	267	36	184	112	44	364	388	426	137	0	159	58	355	170
NXT1	194	304	441	344	212	1893	1260	1107	612	495	1650	593	341	1013
LOC105609026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103498	2	2	2	0	4	2	1	0	3	0	2	0	1	0
CD93	0	0	0	0	0	0	0	0	0	0	2	0	0	0
THBD	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC105609022	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101102830	0	0	0	20	0	0	0	0	0	0	0	0	0	0
FOXA2	0	0	1	0	4	0	0	0	0	2	0	22	0	0
LOC105609021	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PAX1	8	0	4	0	0	0	0	0	3	0	0	0	143	0
NKX2-2	0	0	0	0	0	0	0	0	1	0	0	0	4	0
NKX2-4	0	0	2	0	0	0	0	0	0	0	0	3	0	9
LOC105609017	57	40	61	15	4	74	20	18	21	32	63	63	4	22
XRN2	2618	3363	3464	3013	288	2579	1997	2669	6349	7378	10387	6527	4947	6473
LOC101102256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIZ	231	516	108	138	26	209	335	251	681	349	8708	2972	6219	272
RALGAPA2	0	0	5	2	2	0	0	15	0	75	25	16	46	13
LOC105616702	0	0	0	0	4	0	0	6	0	0	0	0	0	0
INSM1	0	94	6	10	0	2	6	0	330	16	10	0	834	119
CFAP61	100	6	8	15	0	12	16	10	89	93	108	112	66	107
CRNKL1	2613	5235	2318	3356	353	3056	2929	3331	9250	10463	9994	7399	7720	4047
LOC105612273	5	10	8	3	0	8	0	36	5	2	18	0	3	3
NAA20	4092	5783	9067	6464	802	6737	7511	5563	11424	6937	20006	11255	4995	10979
LOC105616700	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RIN2	216	188	43	18	128	2023	958	1153	454	8	325	301	480	21
LOC105612279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101123316	4	0	6	2	0	0	2	2	8	11	9	4	7	3
SLC24A3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	12	0	0	0	0	0	0
DTD1	229	0	193	107	1013	6799	4581	6317	428	200	655	313	185	194
LOC105612282	296	246	487	449	246	1083	2956	1238	66	21	105	116	0	30
SEC23B	728	2064	1447	1164	319	2573	2341	2045	9110	7326	4250	8125	5255	1337
RBBP9	0	82	0	120	72	190	598	663	228	26	170	218	233	31
POLR3F	1384	624	1203	1142	146	1217	2156	1445	28	6	165	234	97	94
DZANK1	80	34	202	86	3	0	36	31	141	249	295	167	83	166
LOC101121441	50	10	0	0	12	46	18	66	109	178	101	187	86	45
LOC106991522	109	198	121	41	0	0	0	0	193	608	262	223	221	130
ZNF133	99	92	0	0	8	74	6	43	223	245	204	356	109	126
CSRP2BP	1108	1185	1136	710	96	1170	699	542	645	293	195	508	749	227
PET117	280	368	318	293	19	239	77	86	129	46	21	135	201	61
OVOL2	227	160	317	203	28	225	65	118	276	341	483	316	317	145
MGME1	1317	2473	2277	1942	75	1861	742	715	5605	6360	9767	8547	1573	2316
SNX5	1510	1249	2087	1453	1011	15661	10637	12669	1675	962	1760	2400	1459	4001
LOC105613249	0	0	0	0	13	21	17	3	19	0	2	13	79	3
LOC105613248	0	0	0	0	0	0	1	0	6	12	0	1	0	0
LOC105613247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANF2	0	0	7	0	0	9	5	4	0	0	0	0	0	0
RRBP1	1337	2325	4292	2144	145	2656	686	1180	2096	889	1402	1751	5721	1618
DSTN	13550	14035	11920	8731	2433	17181	26759	21814	25374	29921	94906	33808	24946	35459
LOC105613245	0	0	4	38	0	0	0	0	1	4	7	10	50	0
BFSP1	0	0	2	0	0	0	0	14	0	0	4	0	0	0
LOC101119236	20	28	11	7	0	0	0	0	363	314	88	152	330	40
LOC105616696	79	89	58	0	10	29	22	0	172	109	185	217	53	20
PCSK2	1	0	0	0	0	0	0	0	0	0	0	4	98	1
LOC101121284	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121031	0	0	4	0	6	17	84	63	0	0	0	1	0	6
LOC105601921	0	0	0	1	0	0	0	4	0	0	0	0	0	0
LOC105616693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120769	2	0	0	0	0	0	0	66	0	0	0	0	0	0
LOC105616695	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RAB18	10018	11725	9133	7561	383	2745	8124	4569	5393	6374	7730	8939	2408	8153
LOC105609167	0	0	41	0	0	0	0	0	0	0	2	0	0	0
MKX	18	4	24	6	42	30	99	16	0	2	8	13	0	8
LOC105609170	0	0	0	0	0	0	0	0	0	0	5	0	0	0
LOC101118374	0	0	0	0	0	4	3	0	0	0	0	0	1	0
ARMC4	37	80	76	31	0	0	0	0	121	414	262	141	16	425
MPP7	8545	8879	5331	5357	129	515	863	362	25426	26099	22245	22914	25177	14185
LOC101119745	37	53	53	33	3	44	5	30	230	202	283	191	182	120
LOC105609165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609169	761	114	16	124	53	706	136	311	70	80	61	53	153	140
WAC	8651	9678	9807	4774	605	2409	5273	4075	19382	10816	22285	20389	17518	16688
BAMBI	611	497	537	205	6	27	7	73	525	380	15	47	762	245
LOC105609164	1	2	2	0	0	2	0	0	0	2	23	0	0	0
LOC105609163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117350	2	0	25	2	3	4	17	18	0	26	6	0	0	2
LOC105609161	0	0	0	0	1	0	0	0	0	2	0	0	0	0
MAP3K8	1	0	0	0	8	150	18	169	56	0	0	0	0	0
LOC105616691	0	2	0	0	16	86	26	46	2	0	0	0	0	0
MTPAP	2	0	334	329	180	1759	1349	2350	248	280	174	225	100	18
KIAA1462	467	313	28	88	0	146	25	145	630	268	29	161	968	632
LOC106991521	0	2	0	1	0	0	0	0	1	0	0	0	0	0
LOC105609157	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105616690	296	454	640	300	10	56	22	34	1393	1328	4609	1904	2334	499
LOC101116334	104	4	6	7	7	23	32	38	2	1	18	21	24	0
SVIL	171	420	360	90	9	362	119	70	3803	3365	2796	2809	1791	1196
LOC105609155	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ZNF438	59	157	6	122	34	185	91	139	375	446	283	252	496	173
LOC105609153	47	0	0	0	0	0	0	0	0	0	2	15	0	0
ZEB1	737	663	303	359	6	0	0	0	1281	1850	1010	1591	785	780
ARHGAP12	3054	3148	1837	2404	174	620	1016	908	6226	8295	9236	5592	7230	6901
KIF5B	5529	5187	4223	3988	1068	5149	8691	6942	8788	5418	14975	5843	8295	9066
EPC1	299	819	688	553	132	654	359	469	4805	4137	4310	6260	1358	3799
NSUN6	0	67	134	87	106	825	404	619	198	397	1061	620	54	241
LOC106991520	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101112243	2	6	4	6	0	6	14	7	0	1	0	2	0	1
CACNB2	218	244	242	227	25	23	19	49	1096	750	1521	1101	827	393
LOC105610334	516	329	434	402	0	0	27	0	3573	1521	7204	4857	1260	2856
SLC39A12	5643	8634	6690	5947	0	56	326	78	13112	17509	11178	15793	11259	10996
MRC1	515	294	855	206	0	0	0	0	1143	1369	993	843	496	1032
LOC101118976	0	0	0	0	0	0	1	1	0	0	0	0	0	0
TMEM236	216	162	248	4	1	0	24	13	61	58	50	125	290	145
STAM	2277	1721	1856	1209	134	604	1088	808	271	163	224	864	355	974
HACD1	41	17	0	6	0	16	24	3	14	27	76	74	4	25
ST8SIA6	3	0	0	17	2	0	0	0	43	36	10	28	63	15
VIM	0	1773	18	146	0	22	128	18	332	0	33	116	317	272
TRDMT1	992	2214	1100	1040	203	1443	2654	1740	757	902	1935	1451	1221	892
CUBN	10	2	43	6	0	0	0	0	151	87	274	56	0	0
LOC105616685	0	0	29	84	0	53	0	0	0	0	26	0	0	0
RSU1	15194	29267	16630	18444	111	2152	2747	2389	29464	38605	18990	28466	26908	43786
C1QL3	226	123	48	106	0	80	38	5	150	255	185	135	493	89
PTER	559	2139	1537	683	361	3754	4110	4649	159	243	4	25	8	271
FAM188A	11229	11855	9000	11819	892	10699	11298	12668	5905	6535	11823	13066	4270	8458
LOC105601880	0	0	0	0	0	0	0	0	2	19	1	25	0	0
LOC105616683	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA8	198	487	99	130	7	0	56	14	544	880	1178	729	515	319
FAM171A1	0	0	0	1	0	0	0	0	111	0	24	6	44	45
NMT2	280	0	55	77	30	8	134	64	360	583	210	253	523	787
RPP38	3514	6315	6537	4928	148	2564	962	1068	4564	2895	2916	5341	1822	3540
ACBD7	145	39	50	87	0	0	0	0	35	108	108	59	77	203
OLAH	99	128	24	64	0	0	0	0	80	147	107	62	25	110
MEIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108937	504	1247	1002	785	53	331	434	317	1950	5355	3821	2598	3132	2266
SUV39H2	2759	4482	5557	3637	0	288	656	96	5936	7878	7582	8912	3506	6379
HSPA14	4182	9293	7145	6049	306	3248	6049	4002	8506	8399	13736	10794	5875	7931
CDNF	1	52	18	78	0	0	8	0	35	41	113	49	42	18
LOC105616681	0	0	0	0	0	0	0	0	0	2	0	0	9	0
FAM107B	783	88	575	342	0	0	2	2	5155	1873	12819	1691	5805	4664
LOC105607882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD4A	8	2	46	1	12	328	120	191	14	13	92	207	0	11
LOC105607883	3	5	8	135	26	50	106	31	42	19	113	160	176	222
PRPF18	4140	5894	9046	7524	136	905	1624	1323	4240	5138	8156	9975	1158	3030
BEND7	115	413	153	24	99	408	979	539	529	185	190	485	221	536
LOC101115390	268	107	171	42	0	0	0	0	1258	626	2591	1001	547	587
SEPHS1	1849	5417	3801	1902	640	6528	3927	5662	1127	336	1756	1709	1191	1291
PHYH	711	1635	1733	2477	404	3395	5703	4567	5564	1541	5093	3120	3578	2563
LOC105607886	1	2	4	3	0	0	0	9	0	0	0	1	1	0
LOC105607887	0	30	0	60	10	207	70	103	2	14	0	3	0	0
MCM10	2437	2149	1712	2196	537	5461	4334	4559	8987	9851	24641	12290	7179	7324
OPTN	4138	5751	2921	3435	1075	6752	9115	8029	21686	18338	18614	15540	13641	15661
LOC105607888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD8	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GJD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAD2	1	0	0	16	0	0	0	0	0	0	0	0	0	25
MYO3A	0	0	0	1	0	0	0	0	0	0	32	4	0	201
GPR158	87	12	105	88	2	3	0	2	1514	1202	1068	1344	1285	824
LOC105616678	0	0	0	0	0	0	0	0	0	0	128	0	8	0
THNSL1	4	415	478	1077	8	134	110	20	729	1786	2074	2067	344	1805
ENKUR	8	169	62	39	0	0	0	0	96	196	91	6	141	34
